measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Europe,Male,75 to 79,Cocaine use disorders,Number,2011,1.5849159684707084,2.129731591875432,1.1678282451213484
Deaths,Europe,Female,75 to 79,Cocaine use disorders,Number,2011,2.968443546392138,3.6375470293281236,2.401922730865141
Deaths,Europe,Male,80 to 84,Cocaine use disorders,Number,2011,0.6223721248140125,0.7841863281437426,0.4930098662902081
Deaths,Europe,Female,80 to 84,Cocaine use disorders,Number,2011,0.821451402225309,1.0069273935084435,0.6667861685881723
Deaths,Europe,Male,85 to 89,Cocaine use disorders,Number,2011,0.26462997698123764,0.31802732425141567,0.21713023551572075
Deaths,Europe,Female,85 to 89,Cocaine use disorders,Number,2011,0.7811738264587933,1.0059427830402066,0.5911323511628671
Deaths,Europe,Male,90 to 94,Cocaine use disorders,Number,2011,0.2306825445989108,0.28481801027309483,0.17972059888494143
Deaths,Europe,Female,90 to 94,Cocaine use disorders,Number,2011,0.32296442753017696,0.4238325442241691,0.23638543185878333
Deaths,Europe,Male,95 plus,Cocaine use disorders,Number,2011,0.04184835947930191,0.04959582640893235,0.032741024955272015
Deaths,Europe,Female,95 plus,Cocaine use disorders,Number,2011,0.22002068841519512,0.31020756178324665,0.14495968471122386
Deaths,Europe,Male,10 to 14,Amphetamine use disorders,Number,2011,0.0,0.0,0.0
Deaths,Europe,Female,10 to 14,Amphetamine use disorders,Number,2011,0.0,0.0,0.0
Deaths,Europe,Male,15 to 19,Amphetamine use disorders,Number,2011,24.049238256403854,26.72681671797449,21.868447605499515
Deaths,Europe,Female,15 to 19,Amphetamine use disorders,Number,2011,11.722469461258632,12.609934666032634,11.014474958592324
Deaths,Europe,Male,20 to 24,Amphetamine use disorders,Number,2011,117.16565292047926,129.2390018481186,108.45195866970741
Deaths,Europe,Female,20 to 24,Amphetamine use disorders,Number,2011,33.216407251124615,35.516851460915134,30.96832822690947
Deaths,Europe,Male,25 to 29,Amphetamine use disorders,Number,2011,240.81014231173236,269.95960675485236,220.00459282053478
Deaths,Europe,Female,25 to 29,Amphetamine use disorders,Number,2011,54.77013451566695,58.4189704464101,51.000178172892376
Deaths,Europe,Male,30 to 34,Amphetamine use disorders,Number,2011,147.15386925627573,162.3284983213412,134.9338861571629
Deaths,Europe,Female,30 to 34,Amphetamine use disorders,Number,2011,41.10059913409045,43.70030780849458,38.354023485994055
Deaths,Europe,Male,35 to 39,Amphetamine use disorders,Number,2011,101.73574992731002,110.98274622860747,94.70395500726795
Deaths,Europe,Female,35 to 39,Amphetamine use disorders,Number,2011,31.82312888069019,33.95545871182449,29.755950747610438
Deaths,Europe,Male,40 to 44,Amphetamine use disorders,Number,2011,69.40121551835956,76.30811595308401,63.97882021202763
Deaths,Europe,Female,40 to 44,Amphetamine use disorders,Number,2011,26.730356642003347,28.73919050267906,24.932447987186478
Deaths,Europe,Male,45 to 49,Amphetamine use disorders,Number,2011,52.32187304790803,57.53085456475054,48.32317738099244
Deaths,Europe,Female,45 to 49,Amphetamine use disorders,Number,2011,26.56270861850801,28.734922754691794,24.58014996617635
Deaths,Europe,Male,50 to 54,Amphetamine use disorders,Number,2011,17.213827885071375,18.870267629165607,15.653609965522914
Deaths,Europe,Female,50 to 54,Amphetamine use disorders,Number,2011,6.945577342820189,7.753936807001049,6.308920920396506
Deaths,Europe,Male,55 to 59,Amphetamine use disorders,Number,2011,12.451061537642094,13.53791764274361,11.387625717434643
Deaths,Europe,Female,55 to 59,Amphetamine use disorders,Number,2011,6.766784156272632,7.502512741376407,6.062669610820438
Deaths,Europe,Male,60 to 64,Amphetamine use disorders,Number,2011,7.273256235349505,8.128644123887733,6.491537194201653
Deaths,Europe,Female,60 to 64,Amphetamine use disorders,Number,2011,5.053536809488934,5.663545951430089,4.465412703430635
Deaths,Europe,Male,65 to 69,Amphetamine use disorders,Number,2011,4.701027240722809,5.249914690095673,4.228893124950877
Deaths,Europe,Female,65 to 69,Amphetamine use disorders,Number,2011,3.935986501706158,4.459814281912249,3.4665446896403695
Deaths,Europe,Male,70 to 74,Amphetamine use disorders,Number,2011,0.5461168376971464,0.7589991720644734,0.42625636891808444
Deaths,Europe,Female,70 to 74,Amphetamine use disorders,Number,2011,0.3443798110150564,0.41786519247904486,0.2914305494040865
Deaths,Europe,Male,75 to 79,Amphetamine use disorders,Number,2011,0.2734598019921264,0.36032692101738256,0.20822979315955886
Deaths,Europe,Female,75 to 79,Amphetamine use disorders,Number,2011,0.35313922837660033,0.4102193639380451,0.3094541470996019
Deaths,Europe,Male,80 to 84,Amphetamine use disorders,Number,2011,19.40280076377544,25.583825190440283,14.802542433586954
Deaths,Europe,Female,80 to 84,Amphetamine use disorders,Number,2011,0.08999755318950269,0.11511529507531314,0.0721182126390458
Deaths,Europe,Male,85 to 89,Amphetamine use disorders,Number,2011,17.53934139695266,23.363889480512903,13.165747965734448
Deaths,Europe,Female,85 to 89,Amphetamine use disorders,Number,2011,0.08703647400419973,0.11772776239260843,0.06528637484214884
Deaths,Europe,Male,90 to 94,Amphetamine use disorders,Number,2011,9.583757037708523,12.824779957646152,7.0029519990432005
Deaths,Europe,Female,90 to 94,Amphetamine use disorders,Number,2011,0.03127448909659074,0.03820635934109906,0.02358229572898442
Deaths,Europe,Male,95 plus,Amphetamine use disorders,Number,2011,4.32001839355819,5.700172567984012,3.022165193562742
Deaths,Europe,Female,95 plus,Amphetamine use disorders,Number,2011,0.038576386484996915,0.04749664251119573,0.028513323650994477
Deaths,Europe,Male,10 to 14,Other drug use disorders,Number,2011,0.0,0.0,0.0
Deaths,Europe,Female,10 to 14,Other drug use disorders,Number,2011,0.0,0.0,0.0
Deaths,Europe,Male,15 to 19,Other drug use disorders,Number,2011,44.210646552160206,48.989578928056424,40.17266262182209
Deaths,Europe,Female,15 to 19,Other drug use disorders,Number,2011,21.78908535769584,23.32124676498246,20.491442923486375
Deaths,Europe,Male,20 to 24,Other drug use disorders,Number,2011,170.41681737736127,189.93247936390625,155.84254125589237
Deaths,Europe,Female,20 to 24,Other drug use disorders,Number,2011,55.42410254467294,59.00951728777692,52.18456811164759
Deaths,Europe,Male,25 to 29,Other drug use disorders,Number,2011,329.44666279909177,373.23323308478973,301.1901789080925
Deaths,Europe,Female,25 to 29,Other drug use disorders,Number,2011,87.28400937844619,92.71618828231131,82.49277089561149
Deaths,Europe,Male,30 to 34,Other drug use disorders,Number,2011,381.2465427807421,411.01711698460406,356.69510020129127
Deaths,Europe,Female,30 to 34,Other drug use disorders,Number,2011,76.23811542413796,80.10985015417346,72.16781918455753
Deaths,Europe,Male,35 to 39,Other drug use disorders,Number,2011,314.5118058148536,344.6641682963922,290.89106109136935
Deaths,Europe,Female,35 to 39,Other drug use disorders,Number,2011,63.34970873191835,67.35268979664424,59.607431669123585
Deaths,Europe,Male,40 to 44,Other drug use disorders,Number,2011,255.75927935420708,280.4827594887817,233.10955830829388
Deaths,Europe,Female,40 to 44,Other drug use disorders,Number,2011,60.56019255704441,64.9073382197245,56.95929371367205
Deaths,Europe,Male,45 to 49,Other drug use disorders,Number,2011,197.71400059553451,220.0191301822336,179.23146830690217
Deaths,Europe,Female,45 to 49,Other drug use disorders,Number,2011,63.15683909652489,67.9406377813795,58.93393482204665
Deaths,Europe,Male,50 to 54,Other drug use disorders,Number,2011,88.13305740800983,96.42170330026619,80.90753199702812
Deaths,Europe,Female,50 to 54,Other drug use disorders,Number,2011,36.15036737718357,38.540490710748784,34.0419488661518
Deaths,Europe,Male,55 to 59,Other drug use disorders,Number,2011,68.44188940115646,73.56506405866452,63.834091694536895
Deaths,Europe,Female,55 to 59,Other drug use disorders,Number,2011,35.153823017420756,37.481627129635015,33.08146895993681
Deaths,Europe,Male,60 to 64,Other drug use disorders,Number,2011,41.45109516361649,44.65848716760055,38.56160778444996
Deaths,Europe,Female,60 to 64,Other drug use disorders,Number,2011,27.832240221483726,29.437620100458634,26.248703639491403
Deaths,Europe,Male,65 to 69,Other drug use disorders,Number,2011,25.29686848772062,27.3716827514506,23.308600405608797
Deaths,Europe,Female,65 to 69,Other drug use disorders,Number,2011,20.580071145429763,21.87389056548389,19.410910348826715
Deaths,Europe,Male,70 to 74,Other drug use disorders,Number,2011,26.800645938307976,29.329052710927627,24.59211801613715
Deaths,Europe,Female,70 to 74,Other drug use disorders,Number,2011,32.90677435339924,35.23998630912187,30.71896301688113
Deaths,Europe,Male,75 to 79,Other drug use disorders,Number,2011,25.832278497171234,28.561499963746325,23.55482944268036
Deaths,Europe,Female,75 to 79,Other drug use disorders,Number,2011,35.60494146243153,38.28353159299609,32.62523132788567
Deaths,Europe,Male,80 to 84,Other drug use disorders,Number,2011,22.596423245630735,25.294311615285984,20.130435702496264
Deaths,Europe,Female,80 to 84,Other drug use disorders,Number,2011,43.36355020973248,47.21095624569458,38.24629977902153
Deaths,Europe,Male,85 to 89,Other drug use disorders,Number,2011,12.480074021619538,14.220635978320809,10.804812962657772
Deaths,Europe,Female,85 to 89,Other drug use disorders,Number,2011,30.788247556750733,34.77320352221765,25.344809316551142
Deaths,Europe,Male,90 to 94,Other drug use disorders,Number,2011,6.637522805463132,7.509038478372594,5.527452057490647
Deaths,Europe,Female,90 to 94,Other drug use disorders,Number,2011,14.29064596510893,16.376618973477683,11.267729250191532
Deaths,Europe,Male,95 plus,Other drug use disorders,Number,2011,2.6750755640242745,3.1295507980318393,2.1363951742957794
Deaths,Europe,Female,95 plus,Other drug use disorders,Number,2011,8.12724419405082,9.566237881545966,6.1299865462790235
Deaths,Africa,Male,10 to 14,Opioid use disorders,Number,2010,0.0,0.0,0.0
Deaths,Africa,Female,10 to 14,Opioid use disorders,Number,2010,0.0,0.0,0.0
Deaths,America,Male,10 to 14,Opioid use disorders,Number,2010,5.735648734779471,11.154192178768934,1.998217835064982
Deaths,America,Female,10 to 14,Opioid use disorders,Number,2010,0.0,0.0,0.0
Deaths,America,Male,15 to 19,Opioid use disorders,Number,2010,406.6042744481934,456.9929985431879,364.9209554950937
Deaths,America,Female,15 to 19,Opioid use disorders,Number,2010,149.69750098818852,160.1955600363319,139.32158796229626
Deaths,America,Male,20 to 24,Opioid use disorders,Number,2010,1465.3492975231873,1581.2976467129222,1359.7570009779597
Deaths,America,Female,20 to 24,Opioid use disorders,Number,2010,495.9710808786322,525.846305414563,464.1673752004352
Deaths,America,Male,25 to 29,Opioid use disorders,Number,2010,2069.438997297408,2236.429709006483,1937.2062542648243
Deaths,America,Female,25 to 29,Opioid use disorders,Number,2010,769.5062878659184,816.8090702407346,725.4720867401455
Deaths,America,Male,30 to 34,Opioid use disorders,Number,2010,1913.1871831583487,2077.9984130411463,1794.7218281644132
Deaths,America,Female,30 to 34,Opioid use disorders,Number,2010,876.1270444870587,922.0067995516539,821.0233024520315
Deaths,America,Male,35 to 39,Opioid use disorders,Number,2010,1971.7253777193393,2160.866944479707,1840.2509467751747
Deaths,America,Female,35 to 39,Opioid use disorders,Number,2010,1031.567188271371,1099.616749413358,964.0148177093574
Deaths,America,Male,40 to 44,Opioid use disorders,Number,2010,2159.049796404959,2373.6401135922115,1977.7480621710965
Deaths,America,Female,40 to 44,Opioid use disorders,Number,2010,1238.456402326659,1319.4354381922583,1163.8343186733628
Deaths,America,Male,45 to 49,Opioid use disorders,Number,2010,2367.2278909673946,2585.044363163907,2170.8726894197894
Deaths,America,Female,45 to 49,Opioid use disorders,Number,2010,1514.7738062666735,1619.8654551186826,1418.977874967892
Deaths,America,Male,50 to 54,Opioid use disorders,Number,2010,1697.8218169927015,1846.8220335041585,1564.4700450105886
Deaths,America,Female,50 to 54,Opioid use disorders,Number,2010,1309.6949678738908,1401.6677853225053,1219.886706823936
Deaths,America,Male,55 to 59,Opioid use disorders,Number,2010,1075.249656474637,1183.8914559940356,977.7527716675772
Deaths,America,Female,55 to 59,Opioid use disorders,Number,2010,837.1842025448899,902.1084919906775,769.997698926318
Deaths,America,Male,60 to 64,Opioid use disorders,Number,2010,483.38887154389596,538.9446984427917,440.6407670010178
Deaths,America,Female,60 to 64,Opioid use disorders,Number,2010,393.2250281249138,424.83875675482466,365.9467187080757
Deaths,America,Male,65 to 69,Opioid use disorders,Number,2010,201.13238210302387,218.3803117839287,185.49711165273607
Deaths,America,Female,65 to 69,Opioid use disorders,Number,2010,193.66115941293896,206.09936901581474,182.06162535559514
Deaths,America,Male,70 to 74,Opioid use disorders,Number,2010,85.17418068432237,91.65714429310984,79.08358246610412
Deaths,America,Female,70 to 74,Opioid use disorders,Number,2010,105.77380089869676,112.94024699828012,98.75348782703648
Deaths,America,Male,75 to 79,Opioid use disorders,Number,2010,64.56409370428165,69.43567093824103,59.61820887166005
Deaths,America,Female,75 to 79,Opioid use disorders,Number,2010,88.52448578397521,94.77654184777576,81.36256049569519
Deaths,America,Male,80 to 84,Opioid use disorders,Number,2010,60.65103591728933,65.69564405623593,54.71907329795819
Deaths,America,Female,80 to 84,Opioid use disorders,Number,2010,84.12447046357326,91.8598891347147,71.5172176372789
Deaths,America,Male,85 to 89,Opioid use disorders,Number,2010,43.90287011391463,48.34712327336185,38.32376145180517
Deaths,America,Female,85 to 89,Opioid use disorders,Number,2010,78.84788438305614,87.89352463867085,64.93224079983463
Deaths,America,Male,90 to 94,Opioid use disorders,Number,2010,20.71903731590947,23.264217490591626,17.079078896795398
Deaths,America,Female,90 to 94,Opioid use disorders,Number,2010,48.4201769852717,55.16912470340289,36.988504298550026
Deaths,America,Male,95 plus,Opioid use disorders,Number,2010,7.381072848853736,8.618145799454005,5.731895939515105
Deaths,America,Female,95 plus,Opioid use disorders,Number,2010,25.211844427000425,29.131942484676205,18.632836535659777
Deaths,America,Male,10 to 14,Cocaine use disorders,Number,2010,0.0,0.0,0.0
Deaths,America,Female,10 to 14,Cocaine use disorders,Number,2010,0.0,0.0,0.0
Deaths,America,Male,15 to 19,Cocaine use disorders,Number,2010,90.19563343990971,98.14857098066622,82.82847474486967
Deaths,America,Female,15 to 19,Cocaine use disorders,Number,2010,43.95436012106246,50.26406506287259,38.758134691552655
Deaths,America,Male,20 to 24,Cocaine use disorders,Number,2010,209.812277185217,225.84042840728094,194.5860996389524
Deaths,America,Female,20 to 24,Cocaine use disorders,Number,2010,70.15888370579991,76.46779168491645,65.01078250376818
Deaths,America,Male,25 to 29,Cocaine use disorders,Number,2010,278.61956585634226,298.285459646123,259.98673117132773
Deaths,America,Female,25 to 29,Cocaine use disorders,Number,2010,83.38316484402348,89.57670983600036,77.65947864497328
Deaths,America,Male,30 to 34,Cocaine use disorders,Number,2010,404.10192003407235,437.6507731370419,375.3699095876809
Deaths,America,Female,30 to 34,Cocaine use disorders,Number,2010,138.31491241095597,148.17744630308627,129.2127965858091
Deaths,America,Male,35 to 39,Cocaine use disorders,Number,2010,401.21830417385144,440.0489090849688,369.6349278304834
Deaths,America,Female,35 to 39,Cocaine use disorders,Number,2010,159.08901698793122,172.76633921410672,147.11612564023
Deaths,America,Male,40 to 44,Cocaine use disorders,Number,2010,428.2035226150235,469.76321609356216,388.34197446401976
Deaths,America,Female,40 to 44,Cocaine use disorders,Number,2010,188.1359336360588,204.978979736041,173.48635826788532
Deaths,America,Male,45 to 49,Cocaine use disorders,Number,2010,491.8265662375445,539.9864506357753,449.94346561606443
Deaths,America,Female,45 to 49,Cocaine use disorders,Number,2010,225.61642168059572,244.82154363519663,207.58078952701615
Deaths,America,Male,50 to 54,Cocaine use disorders,Number,2010,526.7738978323223,577.3113915774945,482.9138692223135
Deaths,America,Female,50 to 54,Cocaine use disorders,Number,2010,149.09806019468422,160.85851133124982,137.56726683098046
Deaths,America,Male,55 to 59,Cocaine use disorders,Number,2010,331.49585342946756,370.3053676676748,298.74497364128956
Deaths,America,Female,55 to 59,Cocaine use disorders,Number,2010,93.41207090033944,103.2941808822488,83.72477093210206
Deaths,America,Male,60 to 64,Cocaine use disorders,Number,2010,151.11736563344508,169.53834590855945,135.0029591830593
Deaths,America,Female,60 to 64,Cocaine use disorders,Number,2010,45.65572235841377,49.88144128978307,41.882178676782964
Deaths,America,Male,65 to 69,Cocaine use disorders,Number,2010,67.34240529398444,74.15090919168023,61.23941977052769
Deaths,America,Female,65 to 69,Cocaine use disorders,Number,2010,26.31356017538316,28.444402508544233,24.417224911040996
Deaths,America,Male,70 to 74,Cocaine use disorders,Number,2010,36.90785139703703,40.39238281532076,33.91584420109208
Deaths,America,Female,70 to 74,Cocaine use disorders,Number,2010,5.541579000429304,6.089824275531509,5.0327751220516665
Deaths,America,Male,75 to 79,Cocaine use disorders,Number,2010,29.221444569325264,32.083817706963956,26.471945226242752
Deaths,America,Female,75 to 79,Cocaine use disorders,Number,2010,4.761687210272959,5.26890069889469,4.28588959359457
Deaths,America,Male,80 to 84,Cocaine use disorders,Number,2010,6.839305717712627,7.8815737762753155,5.826132454924903
Deaths,America,Female,80 to 84,Cocaine use disorders,Number,2010,1.750026793556128,1.9900744074681325,1.430068825492478
Deaths,America,Male,85 to 89,Cocaine use disorders,Number,2010,3.99922957432826,4.644184399598186,3.331725628948497
Deaths,America,Female,85 to 89,Cocaine use disorders,Number,2010,1.4695267756795807,1.7158876295310552,1.1827716202908698
Deaths,America,Male,90 to 94,Cocaine use disorders,Number,2010,1.6931298566908064,1.9575851829291766,1.3261872016879974
Deaths,America,Female,90 to 94,Cocaine use disorders,Number,2010,0.612950023307881,0.7209570022155221,0.4633998136914634
Deaths,America,Male,95 plus,Cocaine use disorders,Number,2010,0.9760511594600758,1.1513764460742804,0.7224962368599187
Deaths,America,Female,95 plus,Cocaine use disorders,Number,2010,0.2713660402466884,0.3230932342707688,0.1970039058600062
Deaths,America,Male,10 to 14,Amphetamine use disorders,Number,2010,0.0,0.0,0.0
Deaths,America,Female,10 to 14,Amphetamine use disorders,Number,2010,0.0,0.0,0.0
Deaths,America,Male,15 to 19,Amphetamine use disorders,Number,2010,22.80813611864024,26.043590540499782,20.354811498965475
Deaths,America,Female,15 to 19,Amphetamine use disorders,Number,2010,9.359880536923892,10.578136263266762,8.419014995306195
Deaths,America,Male,20 to 24,Amphetamine use disorders,Number,2010,78.67118936785386,86.84420712000257,71.36687121414562
Deaths,America,Female,20 to 24,Amphetamine use disorders,Number,2010,27.694488546297464,30.296494569060094,25.417360918341537
Deaths,America,Male,25 to 29,Amphetamine use disorders,Number,2010,110.49414038470923,122.0862127368427,101.82277469771391
Deaths,America,Female,25 to 29,Amphetamine use disorders,Number,2010,41.60847149452878,45.330083119620745,38.500030340513405
Deaths,America,Male,30 to 34,Amphetamine use disorders,Number,2010,154.84907946199596,171.92648259326208,141.4580167425453
Deaths,America,Female,30 to 34,Amphetamine use disorders,Number,2010,55.50605543430516,60.003923084472845,51.017078033468906
Deaths,America,Male,35 to 39,Amphetamine use disorders,Number,2010,157.67846563873988,177.2415713429308,143.8304878231042
Deaths,America,Female,35 to 39,Amphetamine use disorders,Number,2010,65.54554032314414,72.08165789419387,59.55749847343544
Deaths,America,Male,40 to 44,Amphetamine use disorders,Number,2010,174.08363352808007,195.49521877169792,156.85910366362495
Deaths,America,Female,40 to 44,Amphetamine use disorders,Number,2010,77.72055573181638,85.50893924564785,70.90780762288747
Deaths,America,Male,45 to 49,Amphetamine use disorders,Number,2010,197.01544471238444,219.5073478674364,177.89808241111982
Deaths,America,Female,45 to 49,Amphetamine use disorders,Number,2010,92.88566476164237,101.77587404500981,84.74646959103067
Deaths,America,Male,50 to 54,Amphetamine use disorders,Number,2010,211.36769666941228,231.8104370126003,191.73023953317445
Deaths,America,Female,50 to 54,Amphetamine use disorders,Number,2010,71.946680135883,79.19902690022528,65.17787897557696
Deaths,America,Male,55 to 59,Amphetamine use disorders,Number,2010,136.78131670690016,152.90618122547497,121.9878521427335
Deaths,America,Female,55 to 59,Amphetamine use disorders,Number,2010,44.19742682593355,49.707965525447946,38.955698240146596
Deaths,America,Male,60 to 64,Amphetamine use disorders,Number,2010,59.93759704994416,67.44158653788092,53.88059331963537
Deaths,America,Female,60 to 64,Amphetamine use disorders,Number,2010,20.88159380004005,23.491967692554336,18.577886409860337
Deaths,America,Male,65 to 69,Amphetamine use disorders,Number,2010,24.94578629976634,27.82232584013489,22.674233898838583
Deaths,America,Female,65 to 69,Amphetamine use disorders,Number,2010,10.551274866240217,11.742522432166522,9.557940731789657
Deaths,America,Male,70 to 74,Amphetamine use disorders,Number,2010,7.052184922974365,7.8763753656763535,6.325138793085126
Deaths,America,Female,70 to 74,Amphetamine use disorders,Number,2010,0.3768131597639842,0.42343942140266666,0.33470245899435774
Deaths,America,Male,75 to 79,Amphetamine use disorders,Number,2010,5.108063246217362,5.7654876376482695,4.523981248029061
